unnamed:_0,player,nation,position,age,matches_played,starts,minutes,90s_played,goals,assists,goals_+_assists,non_penalty_goals,penalty_goals_made,penalty_attempts,yellow_cards,red_cards,xg,npxg,xag,npxg_+_xag,progressive_carries,progressive_passes,progressive_receives,goals_per_90,assists_per_90,goals_+_assists_per_90,non_penalty_goals_per_90,non_penalty_goals_+_assists_per_90,xg_per_90,xag_per_90,xg_+_xag_per_90,npxg_per_90,npxg_+_xag_per_90,90s,xg_overperformance,age_band,player_encoded,nation_encoded,age_band_encoded
769,Diego Martín,ESP,AT,20,2,0,40,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,5,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08,2,0.0,Prospect,490,34,2
770,Arturo Rodríguez,ESP,AT,17,1,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,Prospect,223,34,2
771,Pejiño,ESP,AT,28,1,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,2,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.17,0.17,0.17,1,0.0,Peak,1551,34,1
772,José Carlos González,ESP,DF,18,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,Prospect,952,34,2
773,Valentín Pezzolesi,ESP,DF,17,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,Prospect,1869,34,2
774,Aboubacar Bassinga,CIV,MT,19,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,Prospect,21,17,2
775,Karl Jakob Hein,EST,GB,22,31,31,2790,31.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,0.0,Prospect,1010,35,2
776,Luis Pérez,ESP,DF,29,30,28,2558,28.4,0,0,0,0,0,0,2,0,0.2,0.2,2.1,2.2,41,89,117,0.0,0.0,0.0,0.0,0.0,0.01,0.07,0.08,0.01,0.08,30,-0.2,Experienced,1153,34,0
777,Raúl Moro,ESP,"MT,AT",21,33,26,2341,26.0,4,5,9,4,0,0,2,0,4.1,4.1,5.7,9.8,112,81,190,0.12,0.15,0.35,0.15,0.35,0.16,0.22,0.38,0.16,0.38,33,-0.09999999999999964,Prospect,1611,34,2
778,Javi Sánchez,ESP,DF,27,25,25,2026,22.5,2,0,2,2,0,0,6,0,0.5,0.5,0.3,0.8,4,34,4,0.08,0.0,0.09,0.09,0.09,0.02,0.01,0.03,0.02,0.03,25,1.5,Peak,854,34,1
779,Lucas Oliveira Rosa,BRA,DF,24,21,21,1890,21.0,0,1,1,0,0,0,6,0,0.9,0.9,2.0,2.8,31,50,74,0.0,0.05,0.05,0.0,0.05,0.04,0.09,0.13,0.04,0.13,21,-0.9,Peak,1140,13,1
780,Anuar,MAR,"MT,AT",29,26,21,1720,19.1,2,0,2,2,0,0,7,0,1.7,1.7,1.2,2.9,24,30,68,0.08,0.0,0.1,0.1,0.1,0.09,0.06,0.15,0.09,0.15,26,0.30000000000000004,Experienced,195,65,0
781,Mario Martín,ESP,MT,20,30,20,1748,19.4,0,1,1,0,0,0,8,3,1.8,1.8,1.4,3.2,18,66,22,0.0,0.03,0.05,0.0,0.05,0.09,0.07,0.16,0.09,0.16,30,-1.8,Prospect,1228,34,2
782,Stanko Jurić,CRO,MT,27,26,19,1729,19.2,0,0,0,0,0,0,7,1,0.8,0.8,0.5,1.3,5,57,8,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.07,0.04,0.07,26,-0.8,Peak,1750,24,1
783,Selim Amallah,MAR,MT,27,24,18,1376,15.3,3,1,4,2,1,1,6,0,3.5,2.7,1.1,3.8,24,57,27,0.12,0.04,0.26,0.13,0.2,0.23,0.07,0.3,0.18,0.25,24,-0.5,Peak,1708,65,1
784,David Torres,ESP,DF,21,18,15,1387,15.4,0,0,0,0,0,0,5,0,0.3,0.3,0.0,0.3,11,37,3,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,18,-0.3,Prospect,459,34,2
785,Juanmi Latasa,ESP,AT,23,28,14,1398,15.5,3,0,3,3,0,0,6,1,4.2,4.2,0.9,5.1,3,17,40,0.11,0.0,0.19,0.19,0.19,0.27,0.06,0.33,0.27,0.33,28,-1.2000000000000002,Prospect,971,34,2
786,Kike Pérez,ESP,MT,27,19,14,1191,13.2,2,0,2,2,0,0,6,0,2.1,2.1,1.0,3.1,19,67,28,0.11,0.0,0.15,0.15,0.15,0.16,0.08,0.24,0.16,0.24,19,-0.10000000000000009,Peak,1044,34,1
787,Marcos André,BRA,AT,27,22,14,1188,13.2,1,2,3,1,0,0,5,0,2.7,2.7,0.8,3.5,11,16,39,0.05,0.09,0.23,0.08,0.23,0.2,0.06,0.27,0.2,0.27,22,-1.7000000000000002,Peak,1216,13,1
788,Antonio Candela,ITA,DF,24,12,12,906,10.1,0,0,0,0,0,0,1,0,0.0,0.0,0.8,0.9,16,22,29,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.08,12,0.0,Peak,186,54,1
789,Iván Sánchez,ESP,"MT,AT",31,32,11,1404,15.6,2,1,3,2,0,0,4,0,0.7,0.7,2.9,3.5,60,77,93,0.06,0.03,0.19,0.13,0.19,0.04,0.19,0.23,0.04,0.23,32,1.3,Experienced,804,34,0
790,Adam Aznou,MAR,DF,18,13,10,876,9.7,0,0,0,0,0,0,1,0,0.3,0.3,0.3,0.6,16,25,26,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.06,0.03,0.06,13,-0.3,Prospect,22,65,2
791,Juma Bah,SLE,DF,18,12,10,864,9.6,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,0,13,1,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,12,-0.3,Prospect,984,89,2
792,Tamás Nikitscher,HUN,"MT,DF",24,13,9,858,9.5,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,2,13,7,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,13,-0.1,Peak,1781,48,1
793,Chuky san jose,ESP,MT,20,18,9,728,8.1,2,0,2,2,0,0,1,0,2.2,2.2,1.2,3.4,6,15,27,0.11,0.0,0.25,0.25,0.25,0.28,0.15,0.42,0.28,0.42,18,-0.20000000000000018,Prospect,374,34,2
794,Cenk Özkacar,TUR,DF,23,11,8,757,8.4,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,2,15,0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.01,0.02,11,-0.1,Prospect,343,98,2
795,Darwin Machís,VEN,"MT,AT",31,18,7,639,7.1,0,1,1,0,0,0,0,0,0.9,0.9,0.5,1.4,17,19,43,0.0,0.06,0.14,0.0,0.14,0.12,0.07,0.2,0.12,0.2,18,-0.9,Experienced,444,103,0
796,Florian Grillitsch,AUT,MT,28,13,7,623,6.9,0,0,0,0,0,0,1,0,0.1,0.1,0.7,0.8,9,38,7,0.0,0.0,0.0,0.0,0.0,0.01,0.1,0.11,0.01,0.11,13,-0.1,Peak,620,6,1
797,Joseph Aidoo,GHA,DF,28,8,6,583,6.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,14,0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,8,0.0,Peak,948,42,1
798,André Ferreira,POR,GB,28,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,Peak,152,83,1
799,Henrique,BRA,DF,30,5,4,352,3.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,2,12,4,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,5,0.0,Experienced,735,13,0
800,Enzo Boyomo,CMR,DF,22,3,3,270,3.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,7,0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,3,-0.1,Prospect,561,18,2
801,Víctor Meseguer,ESP,MT,25,14,2,418,4.6,0,0,0,0,0,0,1,0,0.7,0.7,0.0,0.7,2,22,22,0.0,0.0,0.0,0.0,0.0,0.15,0.01,0.15,0.15,0.15,14,-0.7,Peak,1890,34,1
802,Ibrahim Alani,NGA,MT,18,3,1,160,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,5,1,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,3,0.0,Prospect,756,75,2
803,Raúl Chasco,ESP,DF,20,2,1,130,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,2,0.0,Prospect,1609,34,2
804,Arnau Rafús,ESP,GB,21,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,Prospect,207,34,2
805,Iago Parente,ESP,DF,18,1,1,71,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,1,0.0,Prospect,755,34,2
806,Xavier Moreno,ESP,AT,19,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,Prospect,1917,34,2
807,Jonathan Tah,GER,DF,28,33,33,2970,33.0,3,0,3,3,0,0,3,0,1.1,1.1,0.4,1.5,15,169,9,0.09,0.0,0.09,0.09,0.09,0.03,0.01,0.05,0.03,0.05,33,1.9,Peak,930,41,1
808,Granit Xhaka,SUI,MT,31,33,33,2888,32.1,2,7,9,2,0,0,3,0,0.9,0.9,4.4,5.3,42,318,72,0.06,0.21,0.28,0.06,0.28,0.03,0.14,0.17,0.03,0.17,33,1.1,Experienced,698,91,0
809,Álex Grimaldo,ESP,DF,28,32,31,2636,29.3,2,7,9,2,0,0,6,1,2.5,2.5,8.1,10.6,86,160,252,0.06,0.22,0.31,0.07,0.31,0.09,0.28,0.36,0.09,0.36,32,-0.5,Peak,1966,34,1
810,Lukáš Hrádecký,FIN,GB,34,29,29,2610,29.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,0.0,Veteran,1165,36,3
811,Edmond Tapsoba,BFA,DF,25,29,29,2507,27.9,0,0,0,0,0,0,4,0,1.1,1.1,0.2,1.3,52,164,17,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,29,-1.1,Peak,525,11,1
812,Piero Hincapié,ECU,DF,22,32,28,2670,29.7,2,2,4,2,0,0,8,0,2.9,2.9,3.2,6.1,52,152,72,0.06,0.06,0.13,0.07,0.13,0.1,0.11,0.21,0.1,0.21,32,-0.8999999999999999,Prospect,1570,30,2
813,Florian Wirtz,GER,"MT,AT",21,31,25,2351,26.1,10,12,22,8,2,4,3,0,9.4,6.1,7.0,13.1,131,176,309,0.32,0.39,0.84,0.31,0.77,0.36,0.27,0.63,0.23,0.5,31,0.5999999999999996,Prospect,625,41,2
814,Patrik Schick,CZE,AT,28,31,19,1684,18.7,21,0,21,20,1,1,4,0,12.7,11.9,0.6,12.5,7,21,107,0.68,0.0,1.12,1.07,1.07,0.68,0.03,0.71,0.63,0.67,31,8.3,Peak,1529,27,1
815,Robert Andrich,GER,"MT,DF",29,23,19,1598,17.8,2,2,4,2,0,0,7,0,1.3,1.3,0.3,1.6,8,65,17,0.09,0.09,0.23,0.11,0.23,0.07,0.02,0.09,0.07,0.09,23,0.7,Experienced,1627,41,0
816,Aleix García,ESP,MT,27,28,17,1455,16.2,3,4,7,3,0,0,3,0,1.0,1.0,4.9,5.9,27,120,47,0.11,0.14,0.43,0.19,0.43,0.06,0.3,0.36,0.06,0.36,28,2.0,Peak,64,34,1
817,Nathan Tella,NGA,"MT,AT",25,27,17,1359,15.1,2,4,6,2,0,0,1,0,3.1,3.1,1.5,4.6,38,22,130,0.07,0.15,0.4,0.13,0.4,0.2,0.1,0.31,0.2,0.31,27,-1.1,Peak,1414,75,1
818,Victor Boniface,NGA,AT,23,19,12,1008,11.2,8,1,9,8,0,1,2,0,7.8,7.1,1.1,8.1,26,23,61,0.42,0.05,0.8,0.71,0.8,0.7,0.1,0.8,0.63,0.73,19,0.20000000000000018,Prospect,1876,75,2
819,Exequiel Palacios,ARG,MT,25,24,11,1155,12.8,1,6,7,1,0,0,2,0,1.5,1.5,2.3,3.8,15,97,40,0.04,0.25,0.55,0.08,0.55,0.12,0.18,0.3,0.12,0.3,24,-0.5,Peak,581,3,1
820,Nordi Mukiele,FRA,DF,26,15,10,899,10.0,1,0,1,1,0,0,4,0,1.4,1.4,1.0,2.4,20,36,28,0.07,0.0,0.1,0.1,0.1,0.14,0.1,0.24,0.14,0.24,15,-0.3999999999999999,Peak,1469,37,1
821,Arthur,BRA,DF,21,20,7,752,8.4,0,1,1,0,0,0,1,0,0.1,0.1,0.4,0.4,15,25,53,0.0,0.05,0.12,0.0,0.12,0.01,0.04,0.05,0.01,0.05,20,-0.1,Prospect,216,13,2
822,Martin Terrier,FRA,"MT,AT",27,15,7,584,6.5,2,1,3,2,0,0,1,0,2.4,2.4,0.9,3.3,11,14,35,0.13,0.07,0.46,0.31,0.46,0.38,0.14,0.52,0.38,0.52,15,-0.3999999999999999,Peak,1245,37,1
823,Amine Adli,MAR,"MT,AT",24,20,6,766,8.5,2,0,2,2,0,0,3,0,2.7,2.7,0.7,3.4,37,24,100,0.1,0.0,0.23,0.23,0.23,0.32,0.08,0.4,0.32,0.4,20,-0.7000000000000002,Peak,121,65,1
824,Matej Kovar,CZE,GB,24,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,Peak,1259,27,1
825,Jonas Hofmann,GER,"MT,DF",32,11,4,356,4.0,2,1,3,2,0,0,1,0,1.0,1.0,0.4,1.4,10,14,29,0.18,0.09,0.76,0.51,0.76,0.25,0.11,0.35,0.25,0.35,11,1.0,Experienced,923,41,0
826,Mario Hermoso,ESP,DF,29,4,3,293,3.3,0,0,0,0,0,0,0,0,0.4,0.4,0.2,0.6,2,20,3,0.0,0.0,0.0,0.0,0.0,0.11,0.06,0.17,0.11,0.17,4,-0.4,Experienced,1226,34,0
827,Emi Buendía,ARG,MT,27,11,3,257,2.9,2,0,2,2,0,0,0,0,0.9,0.9,0.9,1.8,2,14,24,0.18,0.0,0.7,0.7,0.7,0.31,0.3,0.61,0.31,0.61,11,1.1,Peak,548,3,1
828,Arthur Theate,BEL,DF,24,31,31,2704,30.0,0,0,0,0,0,0,6,1,2.4,2.4,1.0,3.4,50,171,24,0.0,0.0,0.0,0.0,0.0,0.08,0.03,0.11,0.08,0.11,31,-2.4,Peak,221,9,1
829,Hugo Ekitike,FRA,AT,22,33,31,2563,28.5,15,8,23,14,1,3,1,0,21.6,19.3,6.8,26.0,93,53,215,0.45,0.24,0.81,0.49,0.77,0.76,0.24,0.99,0.68,0.91,33,-6.600000000000001,Prospect,744,37,2
830,Robin Koch,GER,DF,28,30,30,2586,28.7,3,0,3,3,0,0,3,0,1.7,1.7,0.2,2.0,9,93,4,0.1,0.0,0.1,0.1,0.1,0.06,0.01,0.07,0.06,0.07,30,1.3,Peak,1637,41,1
831,Rasmus Kristensen,DEN,DF,27,30,28,2513,27.9,5,3,8,5,0,0,4,0,2.5,2.5,3.1,5.6,51,172,162,0.17,0.1,0.29,0.18,0.29,0.09,0.11,0.2,0.09,0.2,30,2.5,Peak,1602,28,1
832,Hugo Larsson,SWE,MT,20,33,28,2393,26.6,3,1,4,3,0,0,2,0,3.1,3.1,2.1,5.2,16,121,33,0.09,0.03,0.15,0.11,0.15,0.12,0.08,0.19,0.12,0.19,33,-0.10000000000000009,Prospect,746,95,2
833,Kevin Trapp,GER,GB,34,26,26,2295,25.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,0.0,Veteran,1036,41,3
834,Ellyes Skhiri,TUN,MT,29,30,26,2231,24.8,1,2,3,1,0,0,6,0,1.4,1.4,1.4,2.8,17,105,27,0.03,0.07,0.12,0.04,0.12,0.06,0.06,0.11,0.06,0.11,30,-0.3999999999999999,Experienced,539,97,0
835,Ansgar Knauff,GER,"MT,DF",22,30,18,1597,17.7,4,5,9,4,0,0,3,0,4.9,4.9,5.2,10.0,53,58,146,0.13,0.17,0.51,0.23,0.51,0.28,0.29,0.57,0.28,0.57,30,-0.9000000000000004,Prospect,168,41,2
836,Mario Götze,GER,"MT,AT",32,24,18,1542,17.1,3,2,5,3,0,0,1,0,2.9,2.9,3.1,6.0,29,88,96,0.12,0.08,0.29,0.18,0.29,0.17,0.18,0.35,0.17,0.35,24,0.10000000000000009,Experienced,1225,41,0
837,Omar Marmoush,EGY,AT,25,17,17,1448,16.1,15,9,24,13,2,2,2,0,8.8,7.3,6.2,13.5,73,50,125,0.88,0.53,1.49,0.81,1.37,0.55,0.39,0.94,0.45,0.84,17,6.199999999999999,Peak,1490,31,1
838,Nnamdi Collins,GER,DF,20,24,15,1489,16.5,1,1,2,1,0,0,4,0,0.8,0.8,1.0,1.8,30,63,42,0.04,0.04,0.12,0.06,0.12,0.05,0.06,0.11,0.05,0.11,24,0.19999999999999996,Prospect,1461,41,2
839,Fares Chaïbi,ALG,"MT,AT",21,26,10,1013,11.3,1,3,4,1,0,0,2,0,2.6,2.6,2.9,5.5,20,52,73,0.04,0.12,0.36,0.09,0.36,0.23,0.26,0.49,0.23,0.49,26,-1.6,Prospect,594,1,2
840,Jean Mattéo Bahoya,FRA,"MT,AT",19,24,10,921,10.2,2,3,5,2,0,0,3,0,1.9,1.9,1.7,3.6,24,28,93,0.08,0.12,0.49,0.2,0.49,0.18,0.17,0.35,0.18,0.35,24,0.10000000000000009,Prospect,865,37,2
841,Kauã Santos,BRA,GB,21,9,8,765,8.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.0,Prospect,1015,13,2
842,Oscar Højlund,DEN,MT,19,20,7,722,8.0,1,0,1,1,0,0,0,0,1.0,1.0,1.1,2.0,17,49,9,0.05,0.0,0.12,0.12,0.12,0.12,0.13,0.25,0.12,0.25,20,0.0,Prospect,1499,28,2
843,Can Uzun,TUR,"MT,AT",18,20,6,675,7.5,4,1,5,4,0,0,1,0,3.0,3.0,1.1,4.1,11,42,45,0.2,0.05,0.67,0.53,0.67,0.4,0.15,0.55,0.4,0.55,20,1.0,Prospect,320,98,2
844,Mahmoud Dahoud,GER,MT,28,9,3,364,4.0,1,1,2,1,0,0,2,0,0.5,0.5,0.7,1.2,1,17,6,0.11,0.11,0.49,0.25,0.49,0.13,0.18,0.31,0.13,0.31,9,0.5,Peak,1181,41,1
845,Michy Batshuayi,BEL,AT,30,10,3,300,3.3,3,0,3,3,0,0,2,0,1.2,1.2,0.0,1.3,3,8,15,0.3,0.0,0.9,0.9,0.9,0.36,0.01,0.38,0.36,0.38,10,1.8,Experienced,1341,9,0
846,Junior Dina Ebimbe,FRA,"MT,AT",23,7,3,293,3.3,0,1,1,0,0,0,0,0,0.9,0.9,0.9,1.8,5,3,27,0.0,0.14,0.31,0.0,0.31,0.26,0.29,0.56,0.26,0.56,7,-0.9,Prospect,987,37,2
847,Igor Matanovic,CRO,AT,21,16,2,312,3.5,1,0,1,1,0,0,0,0,1.1,1.1,0.0,1.2,2,6,19,0.06,0.0,0.29,0.29,0.29,0.33,0.01,0.34,0.33,0.34,16,-0.10000000000000009,Prospect,768,24,2
848,Aurele Amenda,SUI,DF,21,8,1,96,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.3,0.3,1,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.23,0.0,0.23,8,0.0,Prospect,233,91,2
849,Timothy Chandler,USA,DF,34,3,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,Veteran,1822,101,3
850,Maximilian Eggestein,GER,MT,27,33,33,2845,31.6,2,0,2,2,0,0,4,0,2.0,2.0,1.5,3.5,34,141,41,0.06,0.0,0.06,0.06,0.06,0.06,0.05,0.11,0.06,0.11,33,0.0,Peak,1319,41,1
851,Philipp Lienhart,AUT,DF,28,32,31,2770,30.8,1,0,1,1,0,0,5,0,0.5,0.5,0.8,1.2,44,138,9,0.03,0.0,0.03,0.03,0.03,0.02,0.02,0.04,0.02,0.04,32,0.5,Peak,1563,6,1
852,Matthias Ginter,GER,DF,30,32,28,2561,28.5,2,1,3,2,0,0,5,0,2.8,2.8,0.7,3.5,11,113,16,0.06,0.03,0.11,0.07,0.11,0.1,0.02,0.12,0.1,0.12,32,-0.7999999999999998,Experienced,1291,41,0
853,Christian Günter,GER,DF,31,29,27,2314,25.7,2,2,4,2,0,0,0,0,0.8,0.6,2.5,3.2,19,52,109,0.07,0.07,0.16,0.08,0.16,0.03,0.1,0.13,0.02,0.12,29,1.2,Experienced,365,41,0
854,Patrick Osterhage,GER,MT,24,30,27,2267,25.2,1,0,1,1,0,0,6,1,1.7,1.7,1.4,3.1,26,73,50,0.03,0.0,0.04,0.04,0.04,0.07,0.06,0.12,0.07,0.12,30,-0.7,Peak,1526,41,1
855,Noah Atubolu,GER,GB,22,26,26,2307,25.6,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,0.0,Prospect,1462,41,2
856,Lukas Kübler,GER,DF,31,28,22,1842,20.5,5,1,6,5,0,0,5,0,2.7,2.7,0.8,3.5,24,78,49,0.18,0.04,0.29,0.24,0.29,0.13,0.04,0.17,0.13,0.17,28,2.3,Experienced,1159,41,0
857,Junior Adamu,AUT,AT,23,25,19,1545,17.2,2,2,4,2,0,0,5,1,5.5,5.5,2.4,7.9,8,14,84,0.08,0.08,0.23,0.12,0.23,0.32,0.14,0.46,0.32,0.46,25,-3.5,Prospect,985,6,2
858,Max Rosenfelder,GER,DF,21,25,13,1249,13.9,1,0,1,1,0,0,2,0,0.4,0.4,0.7,1.0,24,29,18,0.04,0.0,0.07,0.07,0.07,0.03,0.05,0.08,0.03,0.08,25,0.6,Prospect,1312,41,2
859,Eren Dinkçi,GER,"MT,AT",22,23,13,1196,13.3,0,3,3,0,0,0,1,0,1.1,1.1,2.2,3.3,33,35,71,0.0,0.13,0.23,0.0,0.23,0.09,0.16,0.25,0.09,0.25,23,-1.1,Prospect,568,41,2
860,Merlin Röhl,GER,"MT,AT",22,19,11,965,10.7,0,1,1,0,0,0,2,0,0.8,0.8,1.7,2.5,20,22,60,0.0,0.05,0.09,0.0,0.09,0.07,0.16,0.23,0.07,0.23,19,-0.8,Prospect,1328,41,2
861,Kiliann Sildillia,FRA,DF,22,21,8,801,8.9,2,0,2,2,0,0,2,0,0.5,0.5,0.7,1.1,11,29,34,0.1,0.0,0.22,0.22,0.22,0.05,0.07,0.13,0.05,0.13,21,1.5,Prospect,1049,37,2
862,Florian Müller,GER,GB,26,9,8,753,8.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.0,Peak,622,41,1
863,Nicolas Höfler,GER,MT,34,20,7,794,8.8,0,0,0,0,0,0,3,0,0.2,0.2,0.1,0.3,1,30,3,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,20,-0.2,Veteran,1438,41,3
864,Jordy Makengo,FRA,DF,22,19,7,745,8.3,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,9,15,35,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,19,0.0,Prospect,942,37,2
865,Michael Gregoritsch,AUT,AT,30,20,5,639,7.1,2,1,3,2,0,0,2,0,1.8,1.8,0.4,2.2,6,19,36,0.1,0.05,0.42,0.28,0.42,0.25,0.06,0.31,0.25,0.31,20,0.19999999999999996,Experienced,1333,6,0
866,Noah Weißhaupt,GER,AT,22,3,0,80,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,8,6,10,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,3,0.0,Prospect,1466,41,2
867,Ifechukwu Ogbus,SUI,DF,18,2,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,Prospect,765,91,2
868,Maximilian Philipp,GER,"MT,AT",30,2,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.22,0.22,0.22,2,0.0,Experienced,1321,41,0
869,Kaishu Sano,JPN,MT,23,34,34,3043,33.8,0,0,0,0,0,0,3,0,0.9,0.9,1.2,2.1,53,159,46,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.06,0.03,0.06,34,-0.9,Prospect,1003,56,2
870,Anthony Caci,FRA,DF,27,33,33,2684,29.8,1,7,8,1,0,0,6,0,3.1,3.1,6.6,9.7,45,133,152,0.03,0.21,0.27,0.03,0.27,0.1,0.22,0.32,0.1,0.32,33,-2.1,Peak,172,37,1
871,Robin Zentner,GER,GB,29,32,32,2880,32.0,0,0,0,0,0,0,3,0,0.0,0.0,0.3,0.3,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,32,0.0,Experienced,1638,41,0
872,Phillipp Mwene,AUT,DF,30,32,32,2607,29.0,1,4,5,1,0,0,7,0,1.5,1.5,1.9,3.4,62,106,144,0.03,0.12,0.17,0.03,0.17,0.05,0.06,0.12,0.05,0.12,32,-0.5,Experienced,1567,6,0
873,Lee Jae-sung,KOR,MT,31,33,31,2650,29.4,7,6,13,7,0,0,4,0,5.3,5.3,5.0,10.3,28,105,165,0.21,0.18,0.44,0.24,0.44,0.18,0.17,0.35,0.18,0.35,33,1.7000000000000002,Experienced,1087,58,0
874,Nadiem Amiri,GER,MT,27,30,30,2473,27.5,7,5,12,5,2,2,9,2,5.5,3.9,6.6,10.5,50,204,64,0.23,0.17,0.44,0.18,0.36,0.2,0.24,0.44,0.14,0.38,30,1.5,Peak,1402,41,1
875,Jonathan Burkardt,GER,AT,24,29,28,2109,23.4,18,2,20,16,2,2,0,0,14.8,13.2,3.1,16.3,32,42,157,0.62,0.07,0.85,0.68,0.77,0.63,0.13,0.76,0.56,0.7,29,3.1999999999999993,Peak,926,41,1
